REGISTRATION DATE,NAME,ADDL CO INFO,ADDRESS 1,ADDRESS 2,CITY,STATE,ZIP
6/7/2005,U.S. BORDER PATROL,,2410 NATURE'S PATH WAY,,BLAINE,WA,98230
8/31/2005,"ELITE K-9, INC.",,7660 OLD U.S. HWY 45,,BOAZ,KY,42027
7/14/2005,OLATHE POLICE DEPARTMENT,ATTN: K9 UNIT,501 E OLD 56 HIGHWAY,,OLATHE,KS,66061
1/4/2006,IDAHO STATE POLICE,POST ACADEMY,700 S STRATFORD,,MERIDIAN,ID,83642
12/28/2005,LEON COUNTY SHERIFF'S OFFICE,,ATTN: K-9 UNIT,2825 MUNICIPAL WAY,TALLAHASSEE,FL,32304
10/12/2006,US FOREST SERVICE,ATTN: K-9 UNIT,4431 HWY 20,,SWEET HOME,OR,97386
7/28/2005,MATTHEWS POLICE DEPARTMENT,,1201 CREWS ROAD,,MATTHEWS,NC,28105
8/3/2006,AUSTIN PHARMA LLC,,811 PALOMA DRIVE,SUITE C,ROUND ROCK,TX,78665
7/14/2005,SPRINGDALE TOWNSHIP POLICE DEPARTMENT,,100 PLATE DRIVE,,HARWICK,PA,15049
9/15/2005,(B6),,CANINE ACADEMY TRAINING CENTER,13420 CEDAR LIME ROAD,LEANDER,TX,78641
7/18/2005,DESCHUTES COUNTY SHERIFF'S OFFICE,K-9 HANDLER,63333 HWY 20,,BEND,OR,97701
8/24/2005,(B6),,UNIV NORTH TX HLTH SCI CTR,3500 CAMP BOWIE BLVD,FORT WORTH,TX,76107
10/6/2005,(B6),UNIVERSITY OF SOUTH CAROLINA,6439 GARNERS FERRY RD,"BLDG 1, ROOM C5",COLUMBIA,SC,29209
8/18/2005,CITY OF MEDFORD POLICE,,411 W 8TH STREET,,MEDFORD,OR,97501
7/25/2005,JACKSON COUNTY SHERIFF'S DEPT,(B6),JACKSON COUNTY SHERIFFS DEPT,1001 MULBERRY STREET,MURPHYSBORO,IL,62966
2/1/2006,MONROE COUNTY SHERIFFS OFFICE,ATTN: K-9 UNIT,150 AIRPORT WAY,,ROCHESTER,NY,14624
7/13/2006,U.S. BORDER PATROL,CANINE COORDINATOR,300 MADRID ST.,,MARFA,TX,79843
10/3/2005,EDGEFIELD SHERIFF'S OFFICE K9 UNIT,DRUG TASK FORCE OFFICE,SHERIFF (B6),187 SALUDA AIRPORT AVENUE,SALUDA,SC,29138
9/6/2005,CHIEF PATROL AGENT,,US BORDER PATROL,10710 N NEWPORT HWY,SPOKANE,WA,99218
9/6/2005,MONTGOMERY TOWNSHIP POLICE DEPT,,1001 STUMP RD,,MONTGOMERYVILLE,PA,18936
11/21/2006,PARMA POLICE DEPARTMENT,ATTN: K-9 UNIT,PO BOX 608,105 N 4TH STREET,PARMA,ID,83660
11/4/2005,DHS / CBP / U.S. BORDER PATROL,,19 EAST SCHUYLER STREET,,OSWEGO,NY,13126
8/25/2005,MIDDLETOWN POLICE DEPT,,222 MAIN STREET,,MIDDLETOWN,CT,06457
11/17/2005,COLUMBIA POLICE DEPT,ATTN: K-9 UNIT,1020 NORTH MAIN STREET,,COLUMBIA,IL,62236
6/16/2009,LEROY POLICE DEPARTMENT,ATTN: OFFICER (B6),207 S. EAST ST.,,LEROY,IL,61752
11/8/2005,BOZEMAN POLICE DEPARTMENT,,(B6),615 SOUTH 16TH AVENUE,BOZEMAN,MT,59715
11/4/2005,BUREAU OF LAND MANAGEMENT,ATTN: K-9 UNIT,3201 E. UNIVERSAL WAY,,TUCSON,AZ,85756
5/14/2007,CHIPLEY POLICE DEPARTMENT,ATTN: K-9 HANDLER,PO BOX 1007,1430 JACKSON AVENUE,CHIPLEY,FL,32428
12/20/2005,DEAF SMITH COUNTY SHERIFF'S OFFICE,,235 E 3RD STREET,ROOM 102 COURTHOUSE,HEREFORD,TX,79045
1/11/2006,YONKERS POLICE DEPARTMENT,K-9 UNIT,1106 YONKERS AVENUE,,YONKERS,NY,10704
10/14/2005,PLEASANT PRAIRIE POLICE DEPT,,8600 GREEN BAY ROAD,,PLEASANT PRAIRIE,WI,53158
6/1/2006,CCA / HARDEMAN COUNTY CORRECTIONAL FACILITY,"(B6), CANINE HANDLER",2520 UNION SPRINGS ROAD,PO BOX 549,WHITEVILLE,TN,38075
11/4/2005,JOHNSON COUNTY SHERIFF OFFICE,ATTN: K-9 UNIT,27747 W 159TH STREET,,NEW CENTURY,KS,66031
4/20/2006,HONDO POLICE DEPARTMENT  K-9 UNIT,,1101 16TH STREET,,HONDO,TX,78861
11/7/2005,LUDLOW POLICE DEPT,,612 CHAPIN STREET,,LUDLOW,MA,01056
10/20/2005,PIERCE TOWNSHIP POLICE DEPT,,950 LOCUST CORNER RD,,CINCINNATI,OH,45245
10/21/2005,SCOTTSBLUFF COUNTY SHERIFF,"(B6), K-9 OFFICER",1825 10TH STREET,,GERING,NE,69341
11/28/2005,STERICYCLE INC,,2670 EXECUTIVE DRIVE,SUITE A,INDIANAPOLIS,IN,46241
10/27/2005,GERING POLICE DEPARTMENT,(B6),1025 P STREET,,GERING,NE,69341
4/18/2006,MONTGOMERY COUNTY SHERIFF,,1 CRIMINAL JUSTICE DRIVE,,CONROE,TX,77301
12/6/2005,SAN ANTONIO IND SCHOOL,,1702 N ALAMO,SUITE 101,SAN ANTONIO,TX,78215
10/3/2006,CAROLINE COUNTY SHERIFFS DEPT,ATTN: K-9 UNIT (B6),CAROLINE COUNTY SHERIFFS OFFICE,101 GAY STREET,DENTON,MD,21629
4/3/2006,BAY COUNTY SHERIFFS OFFICE,,3421 HWY 77,,PANAMA CITY,FL,32405
12/14/2005,MAQUOKETA POLICE DEPARTMENT,,102 S NIAGARA STREET,,MAQUOKETA,IA,52060
4/7/2006,FORT MYERS POLICE DEPT.,,2210 WIDMAN WAY,,FORT MYERS,FL,33901
4/13/2007,WORTHINGTON POLICE DEPARTMENT,ATTN: K-9 UNIT,1530 AIRPORT ROAD,SUITE 300,WORTHINGTON,MN,56187
1/13/2006,BROOKFIELD POLICE DEPARTMENT,,63 SILVERMINE ROAD,,BROOKFIELD,CT,06804
3/16/2006,NAPLES POLICE DEPARTMENT,NAPLES POLICE DEPARTMENT,355 RIVERSIDE CIRCLE,,NAPLES,FL,34102
1/26/2006,CHEROKEE COUNTY SHERIFF'S OFFICE,,(B6),1083 MARIETTA HWY,CANTON,GA,30114
1/17/2006,NELSON CO SHERIFF DEPARTMENT,,210 NELSON CO. PLAZA,,BARDSTOWN,KY,40004
6/23/2006,CROSSVILLE POLICE DEPARTMENT,,99 MUNICIPAL AVENUE,,CROSSVILLE,TN,38555
1/17/2006,LIVINGSTON COUNTY SHERIFFS,,4 COURT STREET,,GENESEO,NY,14454
3/2/2006,PORT ORANGE POLICE DEPARTMENT,,4545 CLYDE MORRIS BOULEVARD,,PORT ORANGE,FL,32129
2/2/2006,CLAY COUNTY SHERIFF'S OFFICE,(B6),215 W. GILBERT ST,,HENRIETTA,TX,76365
2/10/2006,PEARLAND POLICE DEPARTMENT,ATTN: K-9 UNIT OFC (B6),2555 CULLEN BLVD.,,PEARLAND,TX,77581
3/13/2006,CITRUS COUNTY SHERIFFS OFFICE,ATTN: K-9 UNIT,1 DR MARTIN LUTHER KING JR AVENUE,,INVERNESS,FL,34450
4/4/2006,EDINBORO UNIVERSITY POLICE DEPT,,ATTN: CANINE HANDLER,911 SCOTLAND ROAD,EDINBORO,PA,16444
1/31/2006,COMANCHE POLICE DEPT,(B6),110 EAST GRAND AVENUE,,COMANCHE,TX,76442
2/22/2006,"(B6), IOWA POLICE",,1609 STATE ST,,BETTENDORF,IA,52722
3/7/2006,DIXON COUNTY SHERIFF'S OFFICE,,302 W THIRD STREET,P.O. BOX 900,PONCA,NE,68770
2/10/2006,JASPER POLICE DEPARTMENT,(B6),309 E. SIXTH STREET,,JASPER,IN,47546
7/24/2006,EDINA POLICE DEPARTMENT,ATTN: K-9 UNIT,4801 W. 50TH STREET,,EDINA,MN,55424
11/29/2007,OCEAN TOWNSHIP POLICE,,50 RAILROAD AVENUE,,WARETOWN,NJ,08758
2/17/2006,DURANT POLICE DEPARTMENT,,(B6),3104 CARL ALBERT DR.,DURANT,OK,74701
3/7/2006,CITY OF BRADY POLICE DEPT,,(B6),209 S ELM STREET,BRADY,TX,76825
4/21/2006,FORT MCDOWELL POLICE DEPT,PATROL,"10755 N. FORT MCDOWELL ROAD, #3",,FORT MCDOWELL,AZ,85264
5/8/2006,COVINGTON POLICE DEPARTMENT,K9 UNIT,(B6),1 POLICE MEMOIAL DRIVE,COVINGTON,KY,41014
4/26/2006,HAWAII POLICE DEPARTMENT,AREA II VICE SECTION,74-611 HALE MAKAI PLACE,,KAILUA KONA,HI,96740
4/13/2006,CITY OF AUBURN ALABAMA POLICE,ATTN: K-9 UNIT,161 N. ROSS ST,,AUBURN,AL,36830
5/1/2006,NIU STATE POLICE FRAMINGHAM,,450 WORCESTER RD,,FRAMINGHAM,MA,01702
11/17/2006,SOUTH IDAHO CORRECTIONAL INSTITUTION,K-9 UNIT,13900 PLEASANT VALLEY RD,,KUNA,ID,83634
3/5/2007,"DONALD DANFORTH PLANT SCIENCE,CENTER",,975 NORTH WARSON ROAD,,SAINT LOUIS,MO,63132
1/11/2007,MELBOURNE POLICE DEPT,PATROL COMMANDER,650 N. APOLLO BV,,MELBOURNE,FL,32935
7/10/2006,PINETOP-LAKESIDE POLICE DEPT,,ATTN: K-9 HANDLER,1360 N. NIELS HANSEN LANE,LAKESIDE,AZ,85929
8/24/2010,UNIV CENT. FLA POLICE DEPT K-9,ATTN: LIEUTENANT (B6),"4000 CENTRAL FLORIDA BLVD, BLDG 150",P.O. BOX 163550,ORLANDO,FL,32816
6/20/2006,BLUE ASH POLICE DEPARTMENT,ATTN: K-9 UNIT,4343 COOPER ROAD,,BLUE ASH,OH,45242
8/7/2006,ALBERTVILLE POLICE DEPARTMENT,,201 SOUTH BROAD ST,P.O. BOX 1248,ALBERTVILLE,AL,35950
4/6/2006,CITY OF CRESTVIEW,,ATTN: CHIEF (B6),201 STILLWELL BLVD.,CRESTVIEW,FL,32539
3/26/2006,KOKOMO POLICE DEPT,,ATTN: (B6),100 SOUTH UNION STREET,KOKOMO,IN,46901
8/29/2006,"SOUTHERN POLICE CANINE INC,",,P.O. BOX 902,,SPRING HOPE,NC,27882
6/15/2006,XCELIENCE,,5415 WEST LAUREL STREET,,TAMPA,FL,33607
4/10/2006,SCOTT COUNTY SHERIFFS OFFICE,,CANINE UNIT,400 W 4TH STREET,DAVENPORT,IA,52801
7/28/2006,JAY CO SHERIFF'S DEPARTMENT,ATTN: K-9 UNIT,224 W . WATER ST,,PORTLAND,IN,47371
7/10/2006,CENTRAL OHIO DRUG ENFORCEMENT TASK FORCE,,155 EAST MAIN ST,,NEWARK,OH,43055
10/18/2006,CORAL GABLES P.D.,CANINE UNIT,2801 SALZEDO STREET,,CORAL GABLES,FL,33134
7/10/2006,BILLERICA POLICE DEPT,,(B6),6 GOOD ST,BILLERICA,MA,01821
7/5/2006,(B6),ATTN: K-9 UNIT,WETHERSFIELD POLICE DEPARTMENT,250 SILAS DEANE HIGHWAY,WETHERSFIELD,CT,06109
4/26/2006,QUEEN ANNE'S COUNTY SHERIFF'S OFFICE,,QUEEN ANNE'S COUNTY SHERIFF'S OFFICE,505 RAILROAD AVENUE,CENTREVILLE,MD,21617
8/1/2006,JOPLIN POLICE DEPARTMENT,,K-9 TEAM (B6),115 E 34,JOPLIN,MO,64804
6/1/2006,(B6),,SEVEN PINES KENNEL,2789 CR3859,HAWKINS,TX,75765
7/19/2006,WILLOWBROOK POLICE DEPT,,ATTN: K-9 UNIT,7760 S. QUINCY,WILLOWBROOK,IL,60527
5/25/2006,JASPER POLICE DEPT,,555 S MAIN,,JASPER,TX,75951
8/6/2008,RED RIVER CO. ATTORNEY OFC,,400 N. WALNUT ST,,CLARKSVILLE,TX,75426
8/15/2006,LAKE FOREST PARK POLICE DEPT,,17425 BALLINGER WAY NE,,LAKE FOREST PARK,WA,98155
9/28/2006,(B6),SUBSTANCE ABUSE RESEARCH DIV,PSYCHIATRY WAYNE STATE UNIV,"RM 232, 3901 CHRYSLER SERVICE DR",DETROIT,MI,48201
12/18/2006,DANVILLE POLICE DEPARTMENT,,ATTN: K-9 UNIT,2 E SOUTH STREET,DANVILLE,IL,61832
5/26/2006,FARMINGTON POLICE DEPT,,K-9 UNIT,319 NEW BRITAIN AVENUE,UNIONVILLE,CT,06085
3/28/2007,UPPER DARBY TWP POLICE DEPT.,DETECTIVE (B6),7236 WEST CHESTER PIKE,,UPPER DARBY,PA,19082
9/12/2006,UNION COUNTY SHERIFFS OFFICE,,(B6),378 BEASLEY STREET,BLAIRSVILLE,GA,30512
6/19/2006,VERMONT STATE POLICE - BRATTLEBORO BARRACKS,(B6),464 MARLBORO ROAD,,BRATTLEBORO,VT,05301
12/13/2006,LANCASTER BUREAU OF POLICE,(B6),39 WEST CHESTNUT STREET,,LANCASTER,PA,17603
7/19/2006,RIDGEFIELD POLICE DEPARTMENT,,C/ O POLICE OFFICER (B6),76 EAST RIDGE ROAD,RIDGEFIELD,CT,06877
9/29/2006,ROANOKE POLICE DEPT,,K-9 HANDLER,609 DALLAS DRIVE,ROANOKE,TX,76262
6/29/2006,GARFIELD COUNTY SHERIFFS OFFICE,(B6),107 8TH STREET,,GLENWOOD SPRINGS,CO,81601
10/12/2006,THORNTON POLICE DEPARTMENT,,700 PARK AVENUE,,THORNTON,IL,60476
6/23/2006,WV DIVISION OF CORRECTION,CANINE TRAINING CENTER,ROUTE 250 SOUTH,PO BOX 1,HUTTONSVILLE,WV,26273
5/4/2007,INDIANA STATE POLICE,PATROL CANINE PROGRAM,FORT WAYNE POST 22,5811 ELLISON ROAD,FORT WAYNE,IN,46804
11/21/2006,ALPHA HOUSE K-9S,(B6),21751 90TH STREET,,ANAMOSA,IA,52205
11/28/2006,SIOUX COUNTY SHERIFF OFFICE,SIOUX COUNTY SHERIFF,4363 IRONWOOD AVE,STE. 1,ORANGE CITY,IA,51041
10/20/2006,(B6),LIMITED TO OFFICIAL DUTIES ONLY AT,MUSC-NEUROSCIENCES,"70 PRESIDENT STREET, DDB ROOM 227",CHARLESTON,SC,29425
7/20/2006,HANAHAN POLICE DEPT,,1255 YEAMANS HALL ROAD,,HANAHAN,SC,29410
8/29/2006,FORSYTH COUNTY SHERRIF'S OFFICE,,2314 KEITH BRIDGE ROAD,,CUMMING,GA,30040
8/22/2006,SHASTA COUNTY SHERIFF DEPARTMENT,"(B6), CAPTAIN, K9 COORDINATOR",1525 COURT STREET,,REDDING,CA,96001
12/19/2006,(B6),THE MOUNT SINAI MEDICAL CENTER,ICAHN SCHOOL OF MEDICINE,"1470 MADISON AVENUE, RM. 10-105",NEW YORK,NY,10029
9/29/2006,MOUNT PLEASANT POLICE DEPARTMENT,,501 NORTH MADISON,,MOUNT PLEASANT,TX,75455
12/6/2006,EVANSTON POLICE DEPT,,1454 ELMWOOD AVENUE,,EVANSTON,IL,60201
9/12/2006,WARE STATE PRISON,NORTHWESTERN MEMORIAL HOSPITAL,ATTN: (B6),3620 HARRIS ROAD,WAYCROSS,GA,31503
10/11/2006,FINDLAY TOWNSHIP POLICE DEPT,,K-9 UNIT,1271 STATE ROUTE 30 DRAWER W,CLINTON,PA,15026
3/9/2007,(B6),,"UTSCSA, ROOM 1.462U",7703 FLOYD CURL DR MSC 7764,SAN ANTONIO,TX,78229
9/12/2006,(B6),,(B6),,PRESCOTT,AZ,86301
8/30/2006,(B6),,RENBAR KENNELS,5 MULBERRY LANE,NEW MILFORD,CT,06776
9/9/2006,TELL CITY POLICE DEPARTMENT,,707 MOZART STREET,PO BOX 515,TELL CITY,IN,47586
10/24/2006,GREENVILLE COUNTY SHERIFFS OFFICE K-9 UNIT,(B6)-SHERIFF,150 THURSTON ROAD,,TAYLORS,SC,29687
9/18/2006,SALISBURY POLICE DEPARTMENT,,130 EAST LIBERTY ST,,SALISBURY,NC,28144
9/25/2006,GATESVILLE POLICE DEPARTMENT,,200 NORTH 8TH STREET,,GATESVILLE,TX,76528
11/1/2006,K-9 TRAINING CENTER  / (B6),,1807 NELLE STREET,,TUPELO,MS,38804
10/12/2006,(B6),,WILLIMANTIC POLICE DEPARTMENT,22 MEADOW STREET,WILLIAMANTIC,CT,06226
11/30/2007,MACOMB POLICE DEPARTMENT K9 UNIT,,120 SOUTH MCARTHUR STREET,,MACOMB,IL,61455
10/12/2006,BENTON COUNTY SHERIFFS OFFICE,,180 NW 5TH STREET,,CORVALLIS,OR,97330
11/13/2006,WINTER SPRINGS POLICE DEPARTMENT,,WINTER SPRINGS POLICE,300 N MOSS ROAD,WINTER SPRINGS,FL,32708
1/8/2007,SOMERSET POLICE DEPARTMENT,,400 EAST MT VERNON STREET,,SOMERSET,KY,42501
11/8/2006,CITY OF LAKE WALES POLICE DEPT,,133 E TILLMAN AVENUE,,LAKE WALES,FL,33853
12/15/2006,(B6),DENTON POLICE  DEPARTMENT,K-9 HANDLER,100 NORTH THIRD STREET,DENTON,MD,21629
3/13/2007,(B6),,HILLIARD POLICE DEPARTMENT,5171 NORTHWEST PARKWAY,HILLIARD,OH,43026
10/19/2006,MANCHESTER POLICE DEPARTMENT,,239 EAST MIDDLE TURNPIKE,PO BOX 191,MANCHESTER,CT,06045
11/30/2006,CAMMACK VILLAGE POLICE DEPT,ATTN: K-9 UNIT,2710 N MCKINLEY,,LITTLE ROCK,AR,72207
1/29/2007,BRENTWOOD POLICE DEPARTMENT,,5211 MARYLAND WAY,,BRENTWOOD,TN,37027
10/23/2006,TARRANT COUNTY SHERIFF OFFICE,,5041 RESOURCE DRIVE,,FORT WORTH,TX,76119
12/29/2006,MIDDLESEX COUNTY SHERIFF'S OFFICE,,MIDDLESEX SHERIFF'S CANINE UNIT,269 TREBLE COVE ROAD,BILLERICA,MA,01862
10/30/2006,FLANDREAU POLICE DEPARTMENT,,200 N. CRESCENT STREET,,FLANDREAU,SD,57028
11/17/2006,BROWN COUNTY SHERIFF'S OFFICE,(B6),1050 W COMMERCE,,BROWNWOOD,TX,76801
11/15/2006,(B6),,WINSLOW TOWNSHIP POLICE DEPT,125 SOUTH RT 73,BRADDOCK,NJ,08037
2/6/2007,TOWANDA BOROUGH,POLICE OFFICER (B6),10 PARK ST,,TOWANDA,PA,18848
1/22/2007,FRANKLIN COUNTY SHERIFF'S OFFICE,ATTN: K-9 UNIT,220 SOUTH BEECH ST SUITE A,,OTTAWA,KS,66067
10/12/2007,(B6),CAROLINAS PAIN INSTITUTE,145 KIMEL PARK DR,SUITE 330,WINSTON SALEM,NC,27103
1/17/2007,WASHINGTON COUNTY SHERIFF'S OFFICE,(B6),26861 HWY 34,,AKRON,CO,80720
4/20/2007,KONTRABAND INTERDICTION&DETECTION,SERVICES INC,9011 CHAMPIONS WAY,BLDG #2,STREETMAN,TX,75859
1/17/2007,JACKSON TOWNSHIP POLICE DEPT,,140 MAGILL ROAD,,ZELIENOPLE,PA,16063
1/30/2007,HILLSBORO POLICE DEPARTMENT,,250 SE 10TH AVENUE,,HILLSBORO,OR,97123
1/31/2007,NORTH VERNON POLICE DEPARTMENT,,101 NORTH MADISON AVENUE,,NORTH VERNON,IN,47265
12/19/2006,CHARTER TWP OF MUNDY POLICE DEPT,,4029 WEST GRAND BLANC ROAD,,SWARTZ CREEK,MI,48473
5/7/2007,TOWN OF ULSTER POLICE DEPARTMENT,,1 TOWN HALL DRIVE,,LAKE KATRINE,NY,12449
1/8/2008,"MRIGLOBAL,.",,DERAMUS FIELD STATION,13204 ARRINGTON ROAD,GRANDVIEW,MO,64030
6/26/2007,GROSSE ILE POLICE DEPARTMENT,,(B6),24525 MERIDIAN ROAD,GROSSE ILE,MI,48138
12/20/2006,SAUNDERS COUNTY SHERIFF,,"387 N CHESTNUT STREET, STE 3",,WAHOO,NE,68066
10/12/2007,(B6),FOUR SEASONS,581 SOUTH ALLEN RD,,FLAT ROCK,NC,28731
1/8/2007,BRATTLEBORO POLICE,,230 MAIN STREET,,BRATTLEBORO,VT,05301
1/9/2007,CASS COUNTY SHERIFFS OFFICE,,5 WEST 7TH STREET,,ATLANTIC,IA,50022
1/25/2007,(B6),ATTN: K-9 UNIT,ALVA POLICE DEPARTMENT,415 4TH STREET,ALVA,OK,73717
2/7/2007,NOBLESVILLE POLICE DEPARTMENT,,CANINE UNIT,135 SOUTH 9TH STREET,NOBLESVILLE,IN,46060
3/9/2007,(B6),VA HUDSON VALLEY HSC,DEPT VETERAN AFFAIRS POLICE,2094 ALBANY POST ROAD RT 9A,MONTROSE,NY,10548
3/16/2007,CLAY COUNTY SHERIFFS DEPARTMENT,ATTN: K-9 UNIT,611 E. JACKSON ST,,BRAZIL,IN,47834
7/25/2007,GALLOWAY TWP POLICE DEPT,,300 E JIMMIE LEEDS ROAD,,GALLOWAY,NJ,08205
3/29/2007,TDCJ REGION IV,ATTN: K-9 UNIT,965 OFSTIE,,BEEVILLE,TX,78102
9/17/2007,GALESBURG ILLINOIS POLICE DEPT,GALESBURG POLICE DEPARTMENT,150 SOUTH BROAD ST,,GALESBURG,IL,61401
7/2/2007,MINIDOKA COUNTY SHERIFF'S OFFICE,C/O K-9 HANDLER,724 H STREET,P.O. BOX 368,RUPERT,ID,83350
11/27/2007,VENICE POLICE DEPARTMENT,ATTN: K-9 UNIT,1350 RIDGEWOOD AVE,,VENICE,FL,34292
10/17/2007,NASSAU COUNTY POLICE DEPARTMENT,,K9 UNIT,1255 NEWBRIDGE ROAD,BELLMORE,NY,11710
2/26/2007,CHEBOYGAN COUNTY SHERIFF DEPARTMENT,NARCOTICS/ K9 DIVISION,870 SOUTH MAIN ST,P.O. BOX 70,CHEBOYGAN,MI,49721
4/20/2007,MCCRACKEN COUNTY SHERIFF'S OFFICE,"B6, CHIEF DEPUTY",301 SOUTH 6TH STREET,MCCRACKEN COUNTY COURTHOUSE,PADUCAH,KY,42003
2/23/2007,WATERFORD POLICE DEPARTMENT,,41 AVERY LANE,,WATERFORD,CT,06385
6/14/2007,WASHINGTON TOWNSHIP POLICE DEPT,ATTN: K-9 UNIT,1 MCCLURE DRIVE,,SEWELL,NJ,08080
6/1/2007,TDCJ REGION V NARCOTICS,NATHANIEL J. NEAL UNIT,9055 SPUR 591,,AMARILLO,TX,79107
7/10/2007,TEXAS CITY POLICE DEPARTMENT,,1004 9TH AVENUE N,,TEXAS CITY,TX,77590
7/3/2007,BREVARD COUNTY SHERIFF'S OFFICE,,"K-9 TRAINING UNIT, EAST PRECINCT,",2575 NORTH COURTENAY PKWY,MERRITT ISLAND,FL,32953
4/27/2007,LAREDO ISD POLICE DEPARTMENT,,2219 SPRINGFIELD AVENUE,,LAREDO,TX,78041
5/15/2007,THE CITY OF MIAMI POLICE DEPT,,1701 NW 30 AVE,,MIAMI,FL,33125
3/20/2007,DOUGLAS POLICE DEPARTMENT,"ATTN: (B6), CHIEF OF POLICE",101 NORTH 4TH STREET,P. O. BOX 1030,DOUGLAS,WY,82633
4/3/2008,U-MASS AMHERST POLICE DEPT,DEPT: K-9 UNIT,585 EAST PLEASANT ST,,AMHERST,MA,01004
4/13/2007,AIKEN DEPARTMENT OF PUBLIC SAFETY,,251 LAURENS STREET NW,P.O. BOX 1177,AIKEN,SC,29801
4/13/2007,WISCONSIN STATE PATROL,,4802 SHEBOYGAN AVE RM 551,,MADISON,WI,53705
8/29/2007,IDEAL POLICE CANINE,,1270 LIME BLUFF RD,,PENNSDALE,PA,17756
6/1/2007,UNION PUBLIC SAFETY DEPARTMENT,(B6),215 THOMPSON BLVD,215 THOMPSON BLVD,UNION,SC,29379
6/4/2007,COVENTRY POLICE DEPARTMENT,K-9 UNIT,1075 MAIN ST,,COVENTRY,RI,02816
8/8/2008,CITY OF MADEIRA,POLICE DEPARTMENT,7141 MIAMI AVE.,,MADEIRA,OH,45243
5/2/2007,FRENSHIP ISD POLICE DEPT,(B6),902 N. DOWDEN RD,P O BOX 100,WOLFFORTH,TX,79382
6/18/2007,GLASSBORO POLICE DEPARTMENT,,1 SOUTH MAIN ST,,GLASSBORO,NJ,08028
10/23/2007,(B6),LIMITED TO OFFICIAL DUTIES FOR MUSC,MUSC-CLINICAL NEUROSCIENCE DIVISION,"125 DOUGHTY STREET, SUITE 190",CHARLESTON,SC,29403
7/3/2007,MARYLAND DIVISION OF CORRECTION K-9 UNIT,,18601 ROXBURY RD,,HAGERSTOWN,MD,21746
7/13/2007,KANKAKEE AREA METROPOLITAN ENFORCEMENT,,850 N. HOBBIE AVE,,KANKAKEE,IL,60901
9/24/2007,BARTHOLOMEW CO. SHERIFF'S OFFICE,B6,543 SECOND ST,,COLUMBUS,IN,47201
5/21/2007,VALPARAISO POLICE DEPT,K-9 UNIT,355 WASHINGTON ST,,VALPARAISO,IN,46383
5/8/2007,WOLFFORTH POLICE DEPT,B6,302 MAIN ST,,WOLFFORTH,TX,79382
4/17/2008,NEW MARTINSVILLE POLICE DEPARTMENT,NEW MARTINSVILLE POLICE DEPARTMENT,193 MAIN STREET,,NEW MARTINSVILLE,WV,26155
12/11/2007,GALVESTON POLICE DEPARTMENT,ATTN: B6,"601 54TH STREET, SUITE 200",,GALVESTON,TX,77552
6/1/2007,BOUNDARY COUNTY SHERIFF OFFICE,C/O: B6,PO BOX 127,6538 KOOTENAI STREET,BONNERS FERRY,ID,83805
6/1/2007,MCCOOK COUNTY SHERIFFS OFFICE,,PO BOX 58,130 WEST ESSEX,SALEM,SD,57058
8/30/2007,UNITED STATES BORDER PATROL,RIO GRANDE VALLEY SECTOR HQS,4400 SOUTH EXPRESSWAY 281,,EDINBURG,TX,78542
11/8/2007,NORTH BRANCH POLICE DEPARTMENT,,6408 ELM STREET,P.O. BOX  910,NORTH BRANCH,MN,55056
5/24/2007,MONROE COUNTY SHERIFF OFFICE,ATTN: K-9 UNIT,5525 COLLEGE RD,3103 OVERSEAS HWY,MARATHON,FL,33050
7/5/2007,(B6),POTEAU POLICE DEPARTMENT,110 PETERS ST,,POTEAU,OK,74953
6/28/2007,192ND MILITARY POLICE BATTALION,928TH MILITARY WORKING DOG DETACHMENT,15 WILDLIFE DRIVE,,NEWTOWN,CT,06470
7/27/2007,AMESBURY POLICE DEPT K-9 UNIT,CANINE HANDLER PTLM.(B6),19 SCHOOL STREET,,AMESBURY,MA,01913
6/18/2007,CAPE MAY COUNTY SHERIFF OFFICE,K-9 UNIT,4 MOORE ROAD,DN 301,CAPE MAY COURT HOUSE,NJ,08210
8/10/2007,KOOTENAI COUNTY SHERIFF'S DEPARTMENT,K-9 HANDLER,5500 N. GOVERNMENT WAY,P.O. BOX 9000,COEUR D ALENE,ID,83816
7/19/2007,BAKER CITY POLICE DEPARTMENT,CANINE UNIT,1768 AUBURN AVE.,P.O. BOX 650,BAKER CITY,OR,97814
6/20/2007,GROVELAND POLICE DEPARTMENT,CANINE HANDLER,408 WEST ORANGE STREET,,GROVELAND,FL,34736
2/13/2008,LUMBERTON TOWNSHIP POLICE DEPARTMENT,LUMBERTON POLICE,35 MUNICIPAL DRIVE,,LUMBERTON,NJ,08048
12/19/2007,REGENTS OF UNIVERSITY OF COLORADO,,13178 E. 19TH AVENUE,ROOM 101-C1,AURORA,CO,80045
3/6/2008,TOWN OF BOW POLICE DEPT,,12 ROBINSON ROAD,,BOW,NH,03304
11/5/2007,DIXON POLICE DEPARTMENT,DIXON POLICE DEPARTMENT,220 SOUTH HENNEPIN AVENUE,,DIXON,IL,61021
7/20/2007,EMMET COUNTY SHERIFF'S OFFICE,(B6),ROAD PATROL DIVISION,3460 HARBOR PETOSKEY ROAD,HARBOR SPRINGS,MI,49740
