"Month","Date","Year","NAME","ADDL.CO.INFO","GeoAddress","City","State"
12,14,2005,"MAQUOKETA POLICE DEPARTMENT",NA,"102 S NIAGARA STREET, MAQUOKETA, IA 52060","MAQUOKETA","IA"
4,7,2006,"FORT MYERS POLICE DEPT.",NA,"2210 WIDMAN WAY, FORT MYERS, FL 33901","FORT MYERS","FL"
4,13,2007,"WORTHINGTON POLICE DEPARTMENT","ATTN: K-9 UNIT","1530 AIRPORT ROAD, SUITE 300, WORTHINGTON, MN 56187","WORTHINGTON","MN"
1,13,2006,"BROOKFIELD POLICE DEPARTMENT",NA,"63 SILVERMINE ROAD, BROOKFIELD, CT 6804","BROOKFIELD","CT"
3,16,2006,"NAPLES POLICE DEPARTMENT","NAPLES POLICE DEPARTMENT","355 RIVERSIDE CIRCLE, NAPLES, FL 34102","NAPLES","FL"
1,26,2006,"CHEROKEE COUNTY SHERIFF'S OFFICE",NA," 1083 MARIETTA HWY, CANTON, GA 30114","CANTON","GA"
1,17,2006,"NELSON CO SHERIFF DEPARTMENT",NA,"210 NELSON CO. PLAZA, BARDSTOWN, KY 40004","BARDSTOWN","KY"
6,23,2006,"CROSSVILLE POLICE DEPARTMENT",NA,"99 MUNICIPAL AVENUE, CROSSVILLE, TN 38555","CROSSVILLE","TN"
1,17,2006,"LIVINGSTON COUNTY SHERIFFS",NA,"4 COURT STREET, GENESEO, NY 14454","GENESEO","NY"
3,2,2006,"PORT ORANGE POLICE DEPARTMENT",NA,"4545 CLYDE MORRIS BOULEVARD, PORT ORANGE, FL 32129","PORT ORANGE","FL"
2,2,2006,"CLAY COUNTY SHERIFF'S OFFICE","(B6)","215 W. GILBERT ST, HENRIETTA, TX 76365","HENRIETTA","TX"
2,10,2006,"PEARLAND POLICE DEPARTMENT","ATTN: K-9 UNIT OFC (B6)","2555 CULLEN BLVD., PEARLAND, TX 77581","PEARLAND","TX"
3,13,2006,"CITRUS COUNTY SHERIFFS OFFICE","ATTN: K-9 UNIT","1 DR MARTIN LUTHER KING JR AVENUE, INVERNESS, FL 34450","INVERNESS","FL"
4,4,2006,"EDINBORO UNIVERSITY POLICE DEPT",NA,"ATTN: CANINE HANDLER, 911 SCOTLAND ROAD, EDINBORO, PA 16444","EDINBORO","PA"
1,31,2006,"COMANCHE POLICE DEPT","(B6)","110 EAST GRAND AVENUE, COMANCHE, TX 76442","COMANCHE","TX"
2,22,2006,"(B6), IOWA POLICE",NA,"1609 STATE ST, BETTENDORF, IA 52722","BETTENDORF","IA"
3,7,2006,"DIXON COUNTY SHERIFF'S OFFICE",NA,"302 W THIRD STREET, P.O. BOX 900, PONCA, NE 68770","PONCA","NE"
2,10,2006,"JASPER POLICE DEPARTMENT","(B6)","309 E. SIXTH STREET, JASPER, IN 47546","JASPER","IN"
7,24,2006,"EDINA POLICE DEPARTMENT","ATTN: K-9 UNIT","4801 W. 50TH STREET, EDINA, MN 55424","EDINA","MN"
11,29,2007,"OCEAN TOWNSHIP POLICE",NA,"50 RAILROAD AVENUE, WARETOWN, NJ 8758","WARETOWN","NJ"
2,17,2006,"DURANT POLICE DEPARTMENT",NA," 3104 CARL ALBERT DR., DURANT, OK 74701","DURANT","OK"
3,7,2006,"CITY OF BRADY POLICE DEPT",NA," 209 S ELM STREET, BRADY, TX 76825","BRADY","TX"
4,21,2006,"FORT MCDOWELL POLICE DEPT","PATROL","10755 N. FORT MCDOWELL ROAD, #3, FORT MCDOWELL, AZ 85264","FORT MCDOWELL","AZ"
5,8,2006,"COVINGTON POLICE DEPARTMENT","K9 UNIT"," 1 POLICE MEMOIAL DRIVE, COVINGTON, KY 41014","COVINGTON","KY"
4,26,2006,"HAWAII POLICE DEPARTMENT","AREA II VICE SECTION","74-611 HALE MAKAI PLACE, KAILUA KONA, HI 96740","KAILUA KONA","HI"
4,13,2006,"CITY OF AUBURN ALABAMA POLICE","ATTN: K-9 UNIT","161 N. ROSS ST, AUBURN, AL 36830","AUBURN","AL"
5,1,2006,"NIU STATE POLICE FRAMINGHAM",NA,"450 WORCESTER RD, FRAMINGHAM, MA 1702","FRAMINGHAM","MA"
11,17,2006,"SOUTH IDAHO CORRECTIONAL INSTITUTION","K-9 UNIT","13900 PLEASANT VALLEY RD, KUNA, ID 83634","KUNA","ID"
3,5,2007,"DONALD DANFORTH PLANT SCIENCE,CENTER",NA,"975 NORTH WARSON ROAD, SAINT LOUIS, MO 63132","SAINT LOUIS","MO"
1,11,2007,"MELBOURNE POLICE DEPT","PATROL COMMANDER","650 N. APOLLO BV, MELBOURNE, FL 32935","MELBOURNE","FL"
7,10,2006,"PINETOP-LAKESIDE POLICE DEPT",NA,"ATTN: K-9 HANDLER, 1360 N. NIELS HANSEN LANE, LAKESIDE, AZ 85929","LAKESIDE","AZ"
8,24,2010,"UNIV CENT. FLA POLICE DEPT K-9","ATTN: LIEUTENANT (B6)","4000 CENTRAL FLORIDA BLVD, BLDG 150, P.O. BOX 163550, ORLANDO, FL 32816","ORLANDO","FL"
6,20,2006,"BLUE ASH POLICE DEPARTMENT","ATTN: K-9 UNIT","4343 COOPER ROAD, BLUE ASH, OH 45242","BLUE ASH","OH"
8,7,2006,"ALBERTVILLE POLICE DEPARTMENT",NA,"201 SOUTH BROAD ST, P.O. BOX 1248, ALBERTVILLE, AL 35950","ALBERTVILLE","AL"
4,6,2006,"CITY OF CRESTVIEW",NA,"ATTN: CHIEF , 201 STILLWELL BLVD., CRESTVIEW, FL 32539","CRESTVIEW","FL"
3,26,2006,"KOKOMO POLICE DEPT",NA,"ATTN: , 100 SOUTH UNION STREET, KOKOMO, IN 46901","KOKOMO","IN"
8,29,2006,"SOUTHERN POLICE CANINE INC,",NA,"P.O. BOX 902, SPRING HOPE, NC 27882","SPRING HOPE","NC"
6,15,2006,"XCELIENCE",NA,"5415 WEST LAUREL STREET, TAMPA, FL 33607","TAMPA","FL"
4,10,2006,"SCOTT COUNTY SHERIFFS OFFICE",NA,"CANINE UNIT, 400 W 4TH STREET, DAVENPORT, IA 52801","DAVENPORT","IA"
7,28,2006,"JAY CO SHERIFF'S DEPARTMENT","ATTN: K-9 UNIT","224 W . WATER ST, PORTLAND, IN 47371","PORTLAND","IN"
7,10,2006,"CENTRAL OHIO DRUG ENFORCEMENT TASK FORCE",NA,"155 EAST MAIN ST, NEWARK, OH 43055","NEWARK","OH"
10,18,2006,"CORAL GABLES P.D.","CANINE UNIT","2801 SALZEDO STREET, CORAL GABLES, FL 33134","CORAL GABLES","FL"
7,10,2006,"BILLERICA POLICE DEPT",NA," 6 GOOD ST, BILLERICA, MA 1821","BILLERICA","MA"
7,5,2006,"(B6)","ATTN: K-9 UNIT","WETHERSFIELD POLICE DEPARTMENT, 250 SILAS DEANE HIGHWAY, WETHERSFIELD, CT 6109","WETHERSFIELD","CT"
4,26,2006,"QUEEN ANNE'S COUNTY SHERIFF'S OFFICE",NA,"QUEEN ANNE'S COUNTY SHERIFF'S OFFICE, 505 RAILROAD AVENUE, CENTREVILLE, MD 21617","CENTREVILLE","MD"
8,1,2006,"JOPLIN POLICE DEPARTMENT",NA,"K-9 TEAM , 115 E 34, JOPLIN, MO 64804","JOPLIN","MO"
6,1,2006,"(B6)",NA,"SEVEN PINES KENNEL, 2789 CR3859, HAWKINS, TX 75765","HAWKINS","TX"
7,19,2006,"WILLOWBROOK POLICE DEPT",NA,"ATTN: K-9 UNIT, 7760 S. QUINCY, WILLOWBROOK, IL 60527","WILLOWBROOK","IL"
5,25,2006,"JASPER POLICE DEPT",NA,"555 S MAIN, JASPER, TX 75951","JASPER","TX"
8,6,2008,"RED RIVER CO. ATTORNEY OFC",NA,"400 N. WALNUT ST, CLARKSVILLE, TX 75426","CLARKSVILLE","TX"
8,15,2006,"LAKE FOREST PARK POLICE DEPT",NA,"17425 BALLINGER WAY NE, LAKE FOREST PARK, WA 98155","LAKE FOREST PARK","WA"
9,28,2006,"(B6)","SUBSTANCE ABUSE RESEARCH DIV","PSYCHIATRY WAYNE STATE UNIV, RM 232, 3901 CHRYSLER SERVICE DR, DETROIT, MI 48201","DETROIT","MI"
12,18,2006,"DANVILLE POLICE DEPARTMENT",NA,"ATTN: K-9 UNIT, 2 E SOUTH STREET, DANVILLE, IL 61832","DANVILLE","IL"
5,26,2006,"FARMINGTON POLICE DEPT",NA,"K-9 UNIT, 319 NEW BRITAIN AVENUE, UNIONVILLE, CT 6085","UNIONVILLE","CT"
3,28,2007,"UPPER DARBY TWP POLICE DEPT.","DETECTIVE (B6)","7236 WEST CHESTER PIKE, UPPER DARBY, PA 19082","UPPER DARBY","PA"
9,12,2006,"UNION COUNTY SHERIFFS OFFICE",NA," 378 BEASLEY STREET, BLAIRSVILLE, GA 30512","BLAIRSVILLE","GA"
6,19,2006,"VERMONT STATE POLICE - BRATTLEBORO BARRACKS","(B6)","464 MARLBORO ROAD, BRATTLEBORO, VT 5301","BRATTLEBORO","VT"
12,13,2006,"LANCASTER BUREAU OF POLICE","(B6)","39 WEST CHESTNUT STREET, LANCASTER, PA 17603","LANCASTER","PA"
7,19,2006,"RIDGEFIELD POLICE DEPARTMENT",NA,"C/ O POLICE OFFICER , 76 EAST RIDGE ROAD, RIDGEFIELD, CT 6877","RIDGEFIELD","CT"
9,29,2006,"ROANOKE POLICE DEPT",NA,"K-9 HANDLER, 609 DALLAS DRIVE, ROANOKE, TX 76262","ROANOKE","TX"
6,29,2006,"GARFIELD COUNTY SHERIFFS OFFICE","(B6)","107 8TH STREET, GLENWOOD SPRINGS, CO 81601","GLENWOOD SPRINGS","CO"
10,12,2006,"THORNTON POLICE DEPARTMENT",NA,"700 PARK AVENUE, THORNTON, IL 60476","THORNTON","IL"
6,23,2006,"WV DIVISION OF CORRECTION","CANINE TRAINING CENTER","ROUTE 250 SOUTH, PO BOX 1, HUTTONSVILLE, WV 26273","HUTTONSVILLE","WV"
5,4,2007,"INDIANA STATE POLICE","PATROL CANINE PROGRAM","FORT WAYNE POST 22, 5811 ELLISON ROAD, FORT WAYNE, IN 46804","FORT WAYNE","IN"
11,21,2006,"ALPHA HOUSE K-9S","(B6)","21751 90TH STREET, ANAMOSA, IA 52205","ANAMOSA","IA"
11,28,2006,"SIOUX COUNTY SHERIFF OFFICE","SIOUX COUNTY SHERIFF","4363 IRONWOOD AVE, STE. 1, ORANGE CITY, IA 51041","ORANGE CITY","IA"
10,20,2006,"(B6)","LIMITED TO OFFICIAL DUTIES ONLY AT","MUSC-NEUROSCIENCES, 70 PRESIDENT STREET, DDB ROOM 227, CHARLESTON, SC 29425","CHARLESTON","SC"
7,20,2006,"HANAHAN POLICE DEPT",NA,"1255 YEAMANS HALL ROAD, HANAHAN, SC 29410","HANAHAN","SC"
8,29,2006,"FORSYTH COUNTY SHERRIF'S OFFICE",NA,"2314 KEITH BRIDGE ROAD, CUMMING, GA 30040","CUMMING","GA"
8,22,2006,"SHASTA COUNTY SHERIFF DEPARTMENT","(B6), CAPTAIN, K9 COORDINATOR","1525 COURT STREET, REDDING, CA 96001","REDDING","CA"
12,19,2006,"(B6)","THE MOUNT SINAI MEDICAL CENTER","ICAHN SCHOOL OF MEDICINE, 1470 MADISON AVENUE, RM. 10-105, NEW YORK, NY 10029","NEW YORK","NY"
9,29,2006,"MOUNT PLEASANT POLICE DEPARTMENT",NA,"501 NORTH MADISON, MOUNT PLEASANT, TX 75455","MOUNT PLEASANT","TX"
12,6,2006,"EVANSTON POLICE DEPT",NA,"1454 ELMWOOD AVENUE, EVANSTON, IL 60201","EVANSTON","IL"
9,12,2006,"WARE STATE PRISON","NORTHWESTERN MEMORIAL HOSPITAL","ATTN: , 3620 HARRIS ROAD, WAYCROSS, GA 31503","WAYCROSS","GA"
10,11,2006,"FINDLAY TOWNSHIP POLICE DEPT",NA,"K-9 UNIT, 1271 STATE ROUTE 30 DRAWER W, CLINTON, PA 15026","CLINTON","PA"
3,9,2007,"(B6)",NA,"UTSCSA, ROOM 1.462U, 7703 FLOYD CURL DR MSC 7764, SAN ANTONIO, TX 78229","SAN ANTONIO","TX"
9,12,2006,"(B6)",NA," , PRESCOTT, AZ 86301","PRESCOTT","AZ"
8,30,2006,"(B6)",NA,"RENBAR KENNELS, 5 MULBERRY LANE, NEW MILFORD, CT 6776","NEW MILFORD","CT"
9,9,2006,"TELL CITY POLICE DEPARTMENT",NA,"707 MOZART STREET, PO BOX 515, TELL CITY, IN 47586","TELL CITY","IN"
10,24,2006,"GREENVILLE COUNTY SHERIFFS OFFICE K-9 UNIT","(B6)-SHERIFF","150 THURSTON ROAD, TAYLORS, SC 29687","TAYLORS","SC"
9,18,2006,"SALISBURY POLICE DEPARTMENT",NA,"130 EAST LIBERTY ST, SALISBURY, NC 28144","SALISBURY","NC"
9,25,2006,"GATESVILLE POLICE DEPARTMENT",NA,"200 NORTH 8TH STREET, GATESVILLE, TX 76528","GATESVILLE","TX"
11,1,2006,"K-9 TRAINING CENTER  / (B6)",NA,"1807 NELLE STREET, TUPELO, MS 38804","TUPELO","MS"
10,12,2006,"(B6)",NA,"WILLIMANTIC POLICE DEPARTMENT, 22 MEADOW STREET, WILLIAMANTIC, CT 6226","WILLIAMANTIC","CT"
11,30,2007,"MACOMB POLICE DEPARTMENT K9 UNIT",NA,"120 SOUTH MCARTHUR STREET, MACOMB, IL 61455","MACOMB","IL"
10,12,2006,"BENTON COUNTY SHERIFFS OFFICE",NA,"180 NW 5TH STREET, CORVALLIS, OR 97330","CORVALLIS","OR"
11,13,2006,"WINTER SPRINGS POLICE DEPARTMENT",NA,"WINTER SPRINGS POLICE, 300 N MOSS ROAD, WINTER SPRINGS, FL 32708","WINTER SPRINGS","FL"
1,8,2007,"SOMERSET POLICE DEPARTMENT",NA,"400 EAST MT VERNON STREET, SOMERSET, KY 42501","SOMERSET","KY"
11,8,2006,"CITY OF LAKE WALES POLICE DEPT",NA,"133 E TILLMAN AVENUE, LAKE WALES, FL 33853","LAKE WALES","FL"
12,15,2006,"(B6)","DENTON POLICE  DEPARTMENT","K-9 HANDLER, 100 NORTH THIRD STREET, DENTON, MD 21629","DENTON","MD"
3,13,2007,"(B6)",NA,"HILLIARD POLICE DEPARTMENT, 5171 NORTHWEST PARKWAY, HILLIARD, OH 43026","HILLIARD","OH"
10,19,2006,"MANCHESTER POLICE DEPARTMENT",NA,"239 EAST MIDDLE TURNPIKE, PO BOX 191, MANCHESTER, CT 6045","MANCHESTER","CT"
11,30,2006,"CAMMACK VILLAGE POLICE DEPT","ATTN: K-9 UNIT","2710 N MCKINLEY, LITTLE ROCK, AR 72207","LITTLE ROCK","AR"
1,29,2007,"BRENTWOOD POLICE DEPARTMENT",NA,"5211 MARYLAND WAY, BRENTWOOD, TN 37027","BRENTWOOD","TN"
10,23,2006,"TARRANT COUNTY SHERIFF OFFICE",NA,"5041 RESOURCE DRIVE, FORT WORTH, TX 76119","FORT WORTH","TX"
12,29,2006,"MIDDLESEX COUNTY SHERIFF'S OFFICE",NA,"MIDDLESEX SHERIFF'S CANINE UNIT, 269 TREBLE COVE ROAD, BILLERICA, MA 1862","BILLERICA","MA"
10,30,2006,"FLANDREAU POLICE DEPARTMENT",NA,"200 N. CRESCENT STREET, FLANDREAU, SD 57028","FLANDREAU","SD"
11,17,2006,"BROWN COUNTY SHERIFF'S OFFICE","(B6)","1050 W COMMERCE, BROWNWOOD, TX 76801","BROWNWOOD","TX"
11,15,2006,"(B6)",NA,"WINSLOW TOWNSHIP POLICE DEPT, 125 SOUTH RT 73, BRADDOCK, NJ 8037","BRADDOCK","NJ"
2,6,2007,"TOWANDA BOROUGH","POLICE OFFICER (B6)","10 PARK ST, TOWANDA, PA 18848","TOWANDA","PA"
1,22,2007,"FRANKLIN COUNTY SHERIFF'S OFFICE","ATTN: K-9 UNIT","220 SOUTH BEECH ST SUITE A, OTTAWA, KS 66067","OTTAWA","KS"
10,12,2007,"(B6)","CAROLINAS PAIN INSTITUTE","145 KIMEL PARK DR, SUITE 330, WINSTON SALEM, NC 27103","WINSTON SALEM","NC"
1,17,2007,"WASHINGTON COUNTY SHERIFF'S OFFICE","(B6)","26861 HWY 34, AKRON, CO 80720","AKRON","CO"
4,20,2007,"KONTRABAND INTERDICTION&DETECTION","SERVICES INC","9011 CHAMPIONS WAY, BLDG #2, STREETMAN, TX 75859","STREETMAN","TX"
1,17,2007,"JACKSON TOWNSHIP POLICE DEPT",NA,"140 MAGILL ROAD, ZELIENOPLE, PA 16063","ZELIENOPLE","PA"
1,30,2007,"HILLSBORO POLICE DEPARTMENT",NA,"250 SE 10TH AVENUE, HILLSBORO, OR 97123","HILLSBORO","OR"
1,31,2007,"NORTH VERNON POLICE DEPARTMENT",NA,"101 NORTH MADISON AVENUE, NORTH VERNON, IN 47265","NORTH VERNON","IN"
12,19,2006,"CHARTER TWP OF MUNDY POLICE DEPT",NA,"4029 WEST GRAND BLANC ROAD, SWARTZ CREEK, MI 48473","SWARTZ CREEK","MI"
5,7,2007,"TOWN OF ULSTER POLICE DEPARTMENT",NA,"1 TOWN HALL DRIVE, LAKE KATRINE, NY 12449","LAKE KATRINE","NY"
1,8,2008,"MRIGLOBAL,.",NA,"DERAMUS FIELD STATION, 13204 ARRINGTON ROAD, GRANDVIEW, MO 64030","GRANDVIEW","MO"
6,26,2007,"GROSSE ILE POLICE DEPARTMENT",NA," 24525 MERIDIAN ROAD, GROSSE ILE, MI 48138","GROSSE ILE","MI"
12,20,2006,"SAUNDERS COUNTY SHERIFF",NA,"387 N CHESTNUT STREET, STE 3, WAHOO, NE 68066","WAHOO","NE"
10,12,2007,"(B6)","FOUR SEASONS","581 SOUTH ALLEN RD, FLAT ROCK, NC 28731","FLAT ROCK","NC"
1,8,2007,"BRATTLEBORO POLICE",NA,"230 MAIN STREET, BRATTLEBORO, VT 5301","BRATTLEBORO","VT"
1,9,2007,"CASS COUNTY SHERIFFS OFFICE",NA,"5 WEST 7TH STREET, ATLANTIC, IA 50022","ATLANTIC","IA"
1,25,2007,"(B6)","ATTN: K-9 UNIT","ALVA POLICE DEPARTMENT, 415 4TH STREET, ALVA, OK 73717","ALVA","OK"
2,7,2007,"NOBLESVILLE POLICE DEPARTMENT",NA,"CANINE UNIT, 135 SOUTH 9TH STREET, NOBLESVILLE, IN 46060","NOBLESVILLE","IN"
3,9,2007,"(B6)","VA HUDSON VALLEY HSC","DEPT VETERAN AFFAIRS POLICE, 2094 ALBANY POST ROAD RT 9A, MONTROSE, NY 10548","MONTROSE","NY"
3,16,2007,"CLAY COUNTY SHERIFFS DEPARTMENT","ATTN: K-9 UNIT","611 E. JACKSON ST, BRAZIL, IN 47834","BRAZIL","IN"
7,25,2007,"GALLOWAY TWP POLICE DEPT",NA,"300 E JIMMIE LEEDS ROAD, GALLOWAY, NJ 8205","GALLOWAY","NJ"
3,29,2007,"TDCJ REGION IV","ATTN: K-9 UNIT","965 OFSTIE, BEEVILLE, TX 78102","BEEVILLE","TX"
9,17,2007,"GALESBURG ILLINOIS POLICE DEPT","GALESBURG POLICE DEPARTMENT","150 SOUTH BROAD ST, GALESBURG, IL 61401","GALESBURG","IL"
7,2,2007,"MINIDOKA COUNTY SHERIFF'S OFFICE","C/O K-9 HANDLER","724 H STREET, P.O. BOX 368, RUPERT, ID 83350","RUPERT","ID"
11,27,2007,"VENICE POLICE DEPARTMENT","ATTN: K-9 UNIT","1350 RIDGEWOOD AVE, VENICE, FL 34292","VENICE","FL"
10,17,2007,"NASSAU COUNTY POLICE DEPARTMENT",NA,"K9 UNIT, 1255 NEWBRIDGE ROAD, BELLMORE, NY 11710","BELLMORE","NY"
2,26,2007,"CHEBOYGAN COUNTY SHERIFF DEPARTMENT","NARCOTICS/ K9 DIVISION","870 SOUTH MAIN ST, P.O. BOX 70, CHEBOYGAN, MI 49721","CHEBOYGAN","MI"
4,20,2007,"MCCRACKEN COUNTY SHERIFF'S OFFICE","B6, CHIEF DEPUTY","301 SOUTH 6TH STREET, MCCRACKEN COUNTY COURTHOUSE, PADUCAH, KY 42003","PADUCAH","KY"
2,23,2007,"WATERFORD POLICE DEPARTMENT",NA,"41 AVERY LANE, WATERFORD, CT 6385","WATERFORD","CT"
6,14,2007,"WASHINGTON TOWNSHIP POLICE DEPT","ATTN: K-9 UNIT","1 MCCLURE DRIVE, SEWELL, NJ 8080","SEWELL","NJ"
6,1,2007,"TDCJ REGION V NARCOTICS","NATHANIEL J. NEAL UNIT","9055 SPUR 591, AMARILLO, TX 79107","AMARILLO","TX"
7,10,2007,"TEXAS CITY POLICE DEPARTMENT",NA,"1004 9TH AVENUE N, TEXAS CITY, TX 77590","TEXAS CITY","TX"
7,3,2007,"BREVARD COUNTY SHERIFF'S OFFICE",NA,"K-9 TRAINING UNIT, EAST PRECINCT,, 2575 NORTH COURTENAY PKWY, MERRITT ISLAND, FL 32953","MERRITT ISLAND","FL"
4,27,2007,"LAREDO ISD POLICE DEPARTMENT",NA,"2219 SPRINGFIELD AVENUE, LAREDO, TX 78041","LAREDO","TX"
5,15,2007,"THE CITY OF MIAMI POLICE DEPT",NA,"1701 NW 30 AVE, MIAMI, FL 33125","MIAMI","FL"
3,20,2007,"DOUGLAS POLICE DEPARTMENT","ATTN: (B6), CHIEF OF POLICE","101 NORTH 4TH STREET, P. O. BOX 1030, DOUGLAS, WY 82633","DOUGLAS","WY"
4,3,2008,"U-MASS AMHERST POLICE DEPT","DEPT: K-9 UNIT","585 EAST PLEASANT ST, AMHERST, MA 1004","AMHERST","MA"
4,13,2007,"AIKEN DEPARTMENT OF PUBLIC SAFETY",NA,"251 LAURENS STREET NW, P.O. BOX 1177, AIKEN, SC 29801","AIKEN","SC"
4,13,2007,"WISCONSIN STATE PATROL",NA,"4802 SHEBOYGAN AVE RM 551, MADISON, WI 53705","MADISON","WI"
8,29,2007,"IDEAL POLICE CANINE",NA,"1270 LIME BLUFF RD, PENNSDALE, PA 17756","PENNSDALE","PA"
6,1,2007,"UNION PUBLIC SAFETY DEPARTMENT","(B6)","215 THOMPSON BLVD, 215 THOMPSON BLVD, UNION, SC 29379","UNION","SC"
6,4,2007,"COVENTRY POLICE DEPARTMENT","K-9 UNIT","1075 MAIN ST, COVENTRY, RI 2816","COVENTRY","RI"
8,8,2008,"CITY OF MADEIRA","POLICE DEPARTMENT","7141 MIAMI AVE., MADEIRA, OH 45243","MADEIRA","OH"
5,2,2007,"FRENSHIP ISD POLICE DEPT","(B6)","902 N. DOWDEN RD, P O BOX 100, WOLFFORTH, TX 79382","WOLFFORTH","TX"
6,18,2007,"GLASSBORO POLICE DEPARTMENT",NA,"1 SOUTH MAIN ST, GLASSBORO, NJ 8028","GLASSBORO","NJ"
10,23,2007,"(B6)","LIMITED TO OFFICIAL DUTIES FOR MUSC","MUSC-CLINICAL NEUROSCIENCE DIVISION, 125 DOUGHTY STREET, SUITE 190, CHARLESTON, SC 29403","CHARLESTON","SC"
7,3,2007,"MARYLAND DIVISION OF CORRECTION K-9 UNIT",NA,"18601 ROXBURY RD, HAGERSTOWN, MD 21746","HAGERSTOWN","MD"
7,13,2007,"KANKAKEE AREA METROPOLITAN ENFORCEMENT",NA,"850 N. HOBBIE AVE, KANKAKEE, IL 60901","KANKAKEE","IL"
9,24,2007,"BARTHOLOMEW CO. SHERIFF'S OFFICE","B6","543 SECOND ST, COLUMBUS, IN 47201","COLUMBUS","IN"
5,21,2007,"VALPARAISO POLICE DEPT","K-9 UNIT","355 WASHINGTON ST, VALPARAISO, IN 46383","VALPARAISO","IN"
5,8,2007,"WOLFFORTH POLICE DEPT","B6","302 MAIN ST, WOLFFORTH, TX 79382","WOLFFORTH","TX"
4,17,2008,"NEW MARTINSVILLE POLICE DEPARTMENT","NEW MARTINSVILLE POLICE DEPARTMENT","193 MAIN STREET, NEW MARTINSVILLE, WV 26155","NEW MARTINSVILLE","WV"
12,11,2007,"GALVESTON POLICE DEPARTMENT","ATTN: B6","601 54TH STREET, SUITE 200, GALVESTON, TX 77552","GALVESTON","TX"
6,1,2007,"BOUNDARY COUNTY SHERIFF OFFICE","C/O: B6","PO BOX 127, 6538 KOOTENAI STREET, BONNERS FERRY, ID 83805","BONNERS FERRY","ID"
6,1,2007,"MCCOOK COUNTY SHERIFFS OFFICE",NA,"PO BOX 58, 130 WEST ESSEX, SALEM, SD 57058","SALEM","SD"
8,30,2007,"UNITED STATES BORDER PATROL","RIO GRANDE VALLEY SECTOR HQS","4400 SOUTH EXPRESSWAY 281, EDINBURG, TX 78542","EDINBURG","TX"
11,8,2007,"NORTH BRANCH POLICE DEPARTMENT",NA,"6408 ELM STREET, P.O. BOX  910, NORTH BRANCH, MN 55056","NORTH BRANCH","MN"
5,24,2007,"MONROE COUNTY SHERIFF OFFICE","ATTN: K-9 UNIT","5525 COLLEGE RD, 3103 OVERSEAS HWY, MARATHON, FL 33050","MARATHON","FL"
7,5,2007,"(B6)","POTEAU POLICE DEPARTMENT","110 PETERS ST, POTEAU, OK 74953","POTEAU","OK"
6,28,2007,"192ND MILITARY POLICE BATTALION","928TH MILITARY WORKING DOG DETACHMENT","15 WILDLIFE DRIVE, NEWTOWN, CT 6470","NEWTOWN","CT"
7,27,2007,"AMESBURY POLICE DEPT K-9 UNIT","CANINE HANDLER PTLM.(B6)","19 SCHOOL STREET, AMESBURY, MA 1913","AMESBURY","MA"
6,18,2007,"CAPE MAY COUNTY SHERIFF OFFICE","K-9 UNIT","4 MOORE ROAD, DN 301, CAPE MAY COURT HOUSE, NJ 8210","CAPE MAY COURT HOUSE","NJ"
8,10,2007,"KOOTENAI COUNTY SHERIFF'S DEPARTMENT","K-9 HANDLER","5500 N. GOVERNMENT WAY, P.O. BOX 9000, COEUR D ALENE, ID 83816","COEUR D ALENE","ID"
7,19,2007,"BAKER CITY POLICE DEPARTMENT","CANINE UNIT","1768 AUBURN AVE., P.O. BOX 650, BAKER CITY, OR 97814","BAKER CITY","OR"
6,20,2007,"GROVELAND POLICE DEPARTMENT","CANINE HANDLER","408 WEST ORANGE STREET, GROVELAND, FL 34736","GROVELAND","FL"
2,13,2008,"LUMBERTON TOWNSHIP POLICE DEPARTMENT","LUMBERTON POLICE","35 MUNICIPAL DRIVE, LUMBERTON, NJ 8048","LUMBERTON","NJ"
12,19,2007,"REGENTS OF UNIVERSITY OF COLORADO",NA,"13178 E. 19TH AVENUE, ROOM 101-C1, AURORA, CO 80045","AURORA","CO"
3,6,2008,"TOWN OF BOW POLICE DEPT",NA,"12 ROBINSON ROAD, BOW, NH 3304","BOW","NH"
11,5,2007,"DIXON POLICE DEPARTMENT","DIXON POLICE DEPARTMENT","220 SOUTH HENNEPIN AVENUE, DIXON, IL 61021","DIXON","IL"
7,20,2007,"EMMET COUNTY SHERIFF'S OFFICE","(B6)","ROAD PATROL DIVISION, 3460 HARBOR PETOSKEY ROAD, HARBOR SPRINGS, MI 49740","HARBOR SPRINGS","MI"
4,7,2008,"(B6)","GLENPOOL POLICE DEPARTMENT K-9 DIVISION","14536 S ELWOOD AVE, P.O. BOX 70, GLENPOOL, OK 74033","GLENPOOL","OK"
11,28,2007,"DAPHNE POLICE DEPARTMENT","(B6)","1502 HWY 98, DAPHNE, AL 36526","DAPHNE","AL"
10,31,2007,"INSYS DEVELOPMENT COMPANY,,INC.",NA,"444 S. ELLIS ST., CHANDLER, AZ 85224","CHANDLER","AZ"
10,15,2008,"UNIVERSITY OF WI MADISON POLICE",NA,"1429 MONROE ST, MADISON, WI 53711","MADISON","WI"
9,19,2007,"LOUDON COUNTY SHERIFF'S OFFICE","(B6)","12680 HWY 11 W. STE 1, LENOIR CITY, TN 37771","LENOIR CITY","TN"
7,12,2007,"ST. CHARLES POLICE DEPARTMENT",NA,"1781 ZUMBEHL RD, SAINT CHARLES, MO 63303","SAINT CHARLES","MO"
